Country,Year,Value
Latvia,1999,10790.4
Latvia,2000,10167.78
Latvia,2001,10760.03
Latvia,2002,10727.99
Latvia,2003,10921.16
Latvia,2004,10862.71
Latvia,2005,11020.37
Latvia,2006,11489.43
Latvia,2007,11935.99
Latvia,2008,11475.38
Latvia,2009,10790.56
Latvia,2010,11857.88
Latvia,2011,11066.32
Latvia,2012,10884.33
Latvia,2013,10800.43
Latvia,2014,10712.58
Latvia,2015,10744.79
Latvia,2016,10742.11
Latvia,2017,10776.1
Latvia,2018,11272.33
Latvia,2019,11131.87
Latvia,2020,10483.14
Latvia,2021,10725.29
Denmark,1990,53699.69
Denmark,1991,64315
Denmark,1992,58467.97
Denmark,1993,60671.72
Denmark,1994,64688.26
Denmark,1995,61702.38
Denmark,1996,75208.94
Denmark,1997,65718.33
Denmark,1998,61695.23
Denmark,1999,59207.04
Denmark,2000,54906.58
Denmark,2001,56728.41
Denmark,2002,56221.01
Denmark,2003,61519.07
Denmark,2004,55915.3
Denmark,2005,52266.61
Denmark,2006,60212.09
Denmark,2007,55369.12
Denmark,2008,52091.44
Denmark,2009,50024.76
Denmark,2010,50689.46
Denmark,2011,45337.8
Denmark,2012,40744.65
Denmark,2013,42501.14
Denmark,2014,38210.31
Denmark,2015,35759.13
Denmark,2016,37375.84
Denmark,2017,35178.99
Denmark,2018,35236.42
Denmark,2019,31698.47
Denmark,2020,28803.63
Denmark,2021,30149.36
Türkiye,1990,46053.68
Türkiye,1991,46927.9
Türkiye,1992,46978.76
Türkiye,1993,47406.98
Türkiye,1994,44926.27
Türkiye,1995,44079.79
Türkiye,1996,44757.27
Türkiye,1997,42505.02
Türkiye,1998,43720.12
Türkiye,1999,44276.39
Türkiye,2000,42332.13
Türkiye,2001,39893.71
Türkiye,2002,37607.79
Türkiye,2003,40558.17
Türkiye,2004,41297.53
Türkiye,2005,42439.07
Türkiye,2006,43899.69
Türkiye,2007,43421.25
Türkiye,2008,41301.78
Türkiye,2009,42031.85
Türkiye,2010,44409.31
Türkiye,2011,46901.07
Türkiye,2012,52662.08
Türkiye,2013,55857.58
Türkiye,2014,56219.32
Türkiye,2015,56133.27
Türkiye,2016,58893.78
Türkiye,2017,63262.4
Türkiye,2018,65337.76
Türkiye,2019,68022.31
Türkiye,2020,73153.5
Türkiye,2021,72075.48
Netherlands,1990,16485.71
Netherlands,1991,16631.07
Netherlands,1992,16335.73
Netherlands,1993,15939.63
Netherlands,1994,15364.98
Netherlands,1995,14592.21
Netherlands,1996,14142.59
Netherlands,1997,13727.75
Netherlands,1998,13199.69
Netherlands,1999,12159.31
Netherlands,2000,11486.73
Netherlands,2001,10874.4
Netherlands,2002,10334.86
Netherlands,2003,9690.67
Netherlands,2004,9322.94
Netherlands,2005,7634.18
Netherlands,2006,7122.1
Netherlands,2007,6705.81
Netherlands,2008,6325.13
Netherlands,2009,6076.51
Netherlands,2010,5705.79
Netherlands,2011,5413.48
Netherlands,2012,5148.14
Netherlands,2013,4908.87
Netherlands,2014,4652.97
Netherlands,2015,4418.98
Netherlands,2016,4256.56
Netherlands,2017,4030.66
Netherlands,2018,3933.46
Netherlands,2019,3805.73
Netherlands,2020,3620.77
Netherlands,2021,3510.23
Greece,1990,10933.61
Greece,1991,10855.34
Greece,1992,10322.43
Greece,1993,10642.69
Greece,1994,11130.85
Greece,1995,12818.4
Greece,1996,13470.93
Greece,1997,13908.41
Greece,1998,14550.71
Greece,1999,15245.63
Greece,2000,14281.96
Greece,2001,13797.29
Greece,2002,13972.48
Greece,2003,13832.39
Greece,2004,13989.37
Greece,2005,14774.73
Greece,2006,12522.41
Greece,2007,12924.49
Greece,2008,12712.42
Greece,2009,10977.42
Greece,2010,11433.79
Greece,2011,10044.05
Greece,2012,10855.79
Greece,2013,11571.55
Greece,2014,11938.38
Greece,2015,11580.37
Greece,2016,12088.79
Greece,2017,12383.89
Greece,2018,11994.43
Greece,2019,11346.95
Greece,2020,10158.91
Greece,2021,9991.75
Lithuania,1990,4588.38
Lithuania,1991,4690.71
Lithuania,1992,3213.78
Lithuania,1993,2776.09
Lithuania,1994,2478.87
Lithuania,1995,2444.46
Lithuania,1996,2832.27
Lithuania,1997,2930.61
Lithuania,1998,3146.08
Lithuania,1999,3113.6
Lithuania,2000,3289.41
Lithuania,2001,3402.18
Lithuania,2002,3612.01
Lithuania,2003,3702.64
Lithuania,2004,3870.18
Lithuania,2005,4098.37
Lithuania,2006,4046.72
Lithuania,2007,4748.41
Lithuania,2008,4511.84
Lithuania,2009,2670.09
Lithuania,2010,2592.93
Lithuania,2011,2906
Lithuania,2012,2739.22
Lithuania,2013,2526.68
Lithuania,2014,2661.3
Lithuania,2015,2681.28
Lithuania,2016,2635.26
Lithuania,2017,2680.87
Lithuania,2018,2555.11
Lithuania,2019,2603.68
Lithuania,2020,2793.64
Lithuania,2021,2595.25
New Zealand,1990,3579.92
New Zealand,1991,3728.61
New Zealand,1992,3374.09
New Zealand,1993,3213.57
New Zealand,1994,3087.59
New Zealand,1995,3181.33
New Zealand,1996,3352.92
New Zealand,1997,3274.9
New Zealand,1998,3254.73
New Zealand,1999,3440.23
New Zealand,2000,3477.78
New Zealand,2001,3590.57
New Zealand,2002,3666.06
New Zealand,2003,3871.96
New Zealand,2004,3930.46
New Zealand,2005,4048.56
New Zealand,2006,4144.67
New Zealand,2007,4372.99
New Zealand,2008,4259.82
New Zealand,2009,4219.32
New Zealand,2010,4563.29
New Zealand,2011,4595.21
New Zealand,2012,4623.53
New Zealand,2013,4723.67
New Zealand,2014,4917.18
New Zealand,2015,5032.14
New Zealand,2016,4767.76
New Zealand,2017,4799.33
New Zealand,2018,4721.64
New Zealand,2019,4775.11
New Zealand,2020,4582.87
New Zealand,2021,4609.62
Lithuania,1990,4299.87
Lithuania,1991,4324.29
Lithuania,1992,2526.28
Lithuania,1993,1600.49
Lithuania,1994,1816.67
Lithuania,1995,2096.74
Lithuania,1996,2459.35
Lithuania,1997,2413.28
Lithuania,1998,2789.16
Lithuania,1999,2717.85
Lithuania,2000,2849.05
Lithuania,2001,3078.45
Lithuania,2002,3235.2
Lithuania,2003,3309.73
Lithuania,2004,3476.57
Lithuania,2005,3504.06
Lithuania,2006,3803.64
Lithuania,2007,5442.82
Lithuania,2008,4865.59
Lithuania,2009,2005.49
Lithuania,2010,2006.95
Lithuania,2011,3265.92
Lithuania,2012,3183.8
Lithuania,2013,2735.37
Lithuania,2014,2872.28
Lithuania,2015,3179.16
Lithuania,2016,3037.76
Lithuania,2017,3276.85
Lithuania,2018,2844.8
Lithuania,2019,3072.28
Lithuania,2020,2878.35
Lithuania,2021,2755.92
United Kingdom,1990,80028.76
United Kingdom,1991,78063.32
United Kingdom,1992,73375.7
United Kingdom,1993,70000.04
United Kingdom,1994,73148.89
United Kingdom,1995,73557.95
United Kingdom,1996,76077.18
United Kingdom,1997,76799.02
United Kingdom,1998,71616.28
United Kingdom,1999,57085.66
United Kingdom,2000,53403.71
United Kingdom,2001,50003.71
United Kingdom,2002,46307.41
United Kingdom,2003,49658.14
United Kingdom,2004,50880.04
United Kingdom,2005,49694.71
United Kingdom,2006,50218.06
United Kingdom,2007,52274.78
United Kingdom,2008,49668.98
United Kingdom,2009,39994.14
United Kingdom,2010,41001.15
United Kingdom,2011,39065.03
United Kingdom,2012,40595.67
United Kingdom,2013,45168.93
United Kingdom,2014,45119.81
United Kingdom,2015,43091.28
United Kingdom,2016,37939.8
United Kingdom,2017,38009.86
United Kingdom,2018,36085.11
United Kingdom,2019,35713.02
United Kingdom,2020,34069.6
United Kingdom,2021,32326.75
Austria,1990,8399.71
Austria,1991,8310.6
Austria,1992,7968.44
Austria,1993,8073.15
Austria,1994,8035.8
Austria,1995,8130.44
Austria,1996,7994.77
Austria,1997,7935.84
Austria,1998,7911.02
Austria,1999,7787.08
Austria,2000,7643.63
Austria,2001,7561.76
Austria,2002,7439.39
Austria,2003,7286.34
Austria,2004,7249.75
Austria,2005,7181.23
Austria,2006,7153.3
Austria,2007,7201.59
Austria,2008,7300.42
Austria,2009,7325.99
Austria,2010,7188.18
Austria,2011,7265.47
Austria,2012,7212.42
Austria,2013,7211.17
Austria,2014,7346.22
Austria,2015,7376
Austria,2016,7488.82
Austria,2017,7444.13
Austria,2018,7330.2
Austria,2019,7221.21
Austria,2020,7197.46
Austria,2021,7221.16
Finland,1990,5207.61
Finland,1991,5268.98
Finland,1992,5283.36
Finland,1993,5277.19
Finland,1994,5205.7
Finland,1995,5124.59
Finland,1996,5006.41
Finland,1997,4864.85
Finland,1998,4642.83
Finland,1999,4528.31
Finland,2000,4250.62
Finland,2001,4071.86
Finland,2002,3788.16
Finland,2003,3562.59
Finland,2004,3388.62
Finland,2005,3118.82
Finland,2006,3202.38
Finland,2007,3086.25
Finland,2008,2950.27
Finland,2009,2836.76
Finland,2010,2836.97
Finland,2011,2739.49
Finland,2012,2675.78
Finland,2013,2537.08
Finland,2014,2386.39
Finland,2015,2310.73
Finland,2016,2159.9
Finland,2017,2050.78
Finland,2018,2008.15
Finland,2019,1977.81
Finland,2020,1914.89
Finland,2021,1818.03
Australia,1990,25113.21
Australia,1991,24310.43
Australia,1992,24888.97
Australia,1993,24635.15
Australia,1994,24886.78
Australia,1995,24654.42
Australia,1996,24342.83
Australia,1997,24415.69
Australia,1998,25468.7
Australia,1999,25914.85
Australia,2000,25766.61
Australia,2001,26598.98
Australia,2002,27059.85
Australia,2003,29531.12
Australia,2004,30831.07
Australia,2005,30130.27
Australia,2006,30615.93
Australia,2007,32659.41
Australia,2008,32673.88
Australia,2009,30504.54
Australia,2010,33439
Australia,2011,34249.14
Australia,2012,31896.01
Australia,2013,29689.14
Australia,2014,29619.15
Australia,2015,30478.2
Australia,2016,30556.66
Australia,2017,31153.18
Australia,2018,31810.68
Australia,2019,32549.67
Australia,2020,31898.6
Australia,2021,32992.3
Switzerland,1990,41898.57
Switzerland,1991,44286.24
Switzerland,1992,44333.41
Switzerland,1993,42156.53
Switzerland,1994,41034.22
Switzerland,1995,41935.37
Switzerland,1996,42806.16
Switzerland,1997,41887.52
Switzerland,1998,43457.02
Switzerland,1999,43247.09
Switzerland,2000,42240.31
Switzerland,2001,43655.34
Switzerland,2002,42054.07
Switzerland,2003,43242.39
Switzerland,2004,43570.98
Switzerland,2005,44011.45
Switzerland,2006,43625.02
Switzerland,2007,41579.01
Switzerland,2008,42968.05
Switzerland,2009,41859.03
Switzerland,2010,43228.63
Switzerland,2011,39166.38
Switzerland,2012,40556.69
Switzerland,2013,41480.46
Switzerland,2014,37429.16
Switzerland,2015,37098.07
Switzerland,2016,37497
Switzerland,2017,36509.82
Switzerland,2018,35215.59
Switzerland,2019,35092.97
Switzerland,2020,32659.55
Switzerland,2021,34148.16
Chile,1990,33336.109
Chile,1991,31713.513
Chile,1992,32772.029
Chile,1993,34902.673
Chile,1994,37025.576
Chile,1995,39740.038
Chile,1996,45127.093
Chile,1997,51305.62
Chile,1998,51822.78
Chile,1999,54291.442
Chile,2000,51803.958
Chile,2001,49910.292
Chile,2002,50503.927
Chile,2003,51353.395
Chile,2004,56037.177
Chile,2005,56662.463
Chile,2006,57637.728
Chile,2007,66736.364
Chile,2008,68259.576
Chile,2009,65867.553
Chile,2010,65751.018
Chile,2011,74228.21
Chile,2012,78784.386
Chile,2013,77090.559
Chile,2014,73872.862
Chile,2015,79395.581
Chile,2016,83101.497
Chile,2017,83547.339
Chile,2018,84202.925
Chile,2019,84860.689
Chile,2020,79724.326
Spain,1990,13532.92
Spain,1991,13583.81
Spain,1992,13847.99
Spain,1993,13962.6
Spain,1994,14306.89
Spain,1995,14494.06
Spain,1996,14932.61
Spain,1997,15485.14
Spain,1998,15354.16
Spain,1999,15525.89
Spain,2000,15778.45
Spain,2001,15991.71
Spain,2002,16092.92
Spain,2003,15922.49
Spain,2004,15272.43
Spain,2005,15421.06
Spain,2006,16012.68
Spain,2007,16537.04
Spain,2008,16475.09
Spain,2009,17943.81
Spain,2010,16740.21
Spain,2011,17342.74
Spain,2012,16922.33
Spain,2013,16522.5
Spain,2014,15186.64
Spain,2015,16229.9
Spain,2016,15744.75
Spain,2017,15458.5
Spain,2018,15503.95
Spain,2019,14731.05
Spain,2020,14610.5
Spain,2021,14303.44
Japan,1990,29990.35
Japan,1991,29898.05
Japan,1992,30991.66
Japan,1993,30499.65
Japan,1994,32928.78
Japan,1995,33012.53
Japan,1996,33133.71
Japan,1997,33461.48
Japan,1998,32963.53
Japan,1999,32312.72
Japan,2000,31968.86
Japan,2001,30219.81
Japan,2002,29096.69
Japan,2003,28713.55
Japan,2004,27796.29
Japan,2005,27023.88
Japan,2006,25666.81
Japan,2007,25282.14
Japan,2008,25851.26
Japan,2009,22750.82
Japan,2010,22600.75
Japan,2011,21567.11
Japan,2012,21822.13
Japan,2013,21541.18
Japan,2014,20667.88
Japan,2015,20457.5
Japan,2016,19470.87
Japan,2017,19016.27
Japan,2018,19706.63
Japan,2019,19220.33
Japan,2020,17972.04
Japan,2021,17711.5
Ireland,1990,31067.59
Ireland,1991,31916.61
Ireland,1992,31797.67
Ireland,1993,31974.26
Ireland,1994,32934.92
Ireland,1995,33840.38
Ireland,1996,35450.81
Ireland,1997,36552.75
Ireland,1998,38759.97
Ireland,1999,40174.8
Ireland,2000,42479.43
Ireland,2001,44585.37
Ireland,2002,43360.54
Ireland,2003,44073.37
Ireland,2004,43793.64
Ireland,2005,45695.88
Ireland,2006,45211.32
Ireland,2007,45145.14
Ireland,2008,45252.19
Ireland,2009,40784.94
Ireland,2010,40455.36
Ireland,2011,36909.4
Ireland,2012,36998.04
Ireland,2013,35849.87
Ireland,2014,35189.7
Ireland,2015,36855.98
Ireland,2016,38366.92
Ireland,2017,37057.28
Ireland,2018,36834.88
Ireland,2019,35257.93
Ireland,2020,33122.21
Ireland,2021,34970.15
Lithuania,1990,35737.67
Lithuania,1991,37820.38
Lithuania,1992,21168.44
Lithuania,1993,16319.71
Lithuania,1994,15767.04
Lithuania,1995,15057.34
Lithuania,1996,15739.96
Lithuania,1997,15162.85
Lithuania,1998,15997.05
Lithuania,1999,13449.6
Lithuania,2000,11843.03
Lithuania,2001,12593.74
Lithuania,2002,12666.03
Lithuania,2003,12659.43
Lithuania,2004,13254.17
Lithuania,2005,13862.65
Lithuania,2006,14195.78
Lithuania,2007,15475.05
Lithuania,2008,14918.75
Lithuania,2009,12830.51
Lithuania,2010,13803.17
Lithuania,2011,13960.95
Lithuania,2012,14055.95
Lithuania,2013,13154.25
Lithuania,2014,12854.9
Lithuania,2015,13055.46
Lithuania,2016,13121.74
Lithuania,2017,13286.19
Lithuania,2018,13434.75
Lithuania,2019,13677.78
Lithuania,2020,13538.67
Lithuania,2021,13829.67
Poland,1990,18142.28
Poland,1991,18382.55
Poland,1992,18536.05
Poland,1993,18588.99
Poland,1994,17673.56
Poland,1995,17331.66
Poland,1996,16789.69
Poland,1997,16098.84
Poland,1998,15740.14
Poland,1999,14963.85
Poland,2000,14225.54
Poland,2001,13476
Poland,2002,12811.86
Poland,2003,12346.91
Poland,2004,11633.57
Poland,2005,11000.17
Poland,2006,10213.96
Poland,2007,9678.38
Poland,2008,9069.25
Poland,2009,8599.15
Poland,2010,8275.63
Poland,2011,7359.36
Poland,2012,6716.42
Poland,2013,6498
Poland,2014,6003.98
Poland,2015,5608.23
Poland,2016,5243.51
Poland,2017,5377.97
Poland,2018,5377.94
Poland,2019,5182.12
Poland,2020,4752.48
Poland,2021,4674.72
Belgium,1990,103906.8
Belgium,1991,107556.37
Belgium,1992,105916.59
Belgium,1993,105787.68
Belgium,1994,107476.89
Belgium,1995,107789.99
Belgium,1996,112127.06
Belgium,1997,106302.94
Belgium,1998,110688.52
Belgium,1999,105341.92
Belgium,2000,106210.46
Belgium,2001,106665.82
Belgium,2002,107010.69
Belgium,2003,108114.62
Belgium,2004,107921.19
Belgium,2005,105787.99
Belgium,2006,104034.18
Belgium,2007,101888.52
Belgium,2008,101538.65
Belgium,2009,94927.14
Belgium,2010,99618.88
Belgium,2011,89996.69
Belgium,2012,89135.27
Belgium,2013,88917.56
Belgium,2014,83012.23
Belgium,2015,87113.45
Belgium,2016,85230.15
Belgium,2017,84733.8
Belgium,2018,85322.62
Belgium,2019,85542.91
Belgium,2020,78056.08
Belgium,2021,82104.17
Estonia,1990,36184.55
Estonia,1991,33407.07
Estonia,1992,24002.07
Estonia,1993,19213.53
Estonia,1994,19591.57
Estonia,1995,17588.23
Estonia,1996,18580.66
Estonia,1997,18168.01
Estonia,1998,16351.02
Estonia,1999,15420.46
Estonia,2000,14981.5
Estonia,2001,15369.03
Estonia,2002,15033.14
Estonia,2003,16882.97
Estonia,2004,16837.74
Estonia,2005,16639.96
Estonia,2006,15968.82
Estonia,2007,19287.81
Estonia,2008,17135.31
Estonia,2009,14216.56
Estonia,2010,18739.76
Estonia,2011,18604.53
Estonia,2012,17182.43
Estonia,2013,18988.85
Estonia,2014,18443.48
Estonia,2015,15635.7
Estonia,2016,17326.05
Estonia,2017,18437.69
Estonia,2018,17594.7
Estonia,2019,12035.79
Estonia,2020,9233.15
Estonia,2021,10418.13
Israel,1996,2071.92
Israel,2000,2221.994
Israel,2003,2212.583
Israel,2004,2271.276
Israel,2005,2306.763
Israel,2006,2425.143
Israel,2007,2530.212
Israel,2008,2459.549
Israel,2009,2358.928
Israel,2010,2356.579
Israel,2011,2043.656
Israel,2012,2041.982
Israel,2013,2127.761
Israel,2014,2202.498
Israel,2015,2244.189
Israel,2016,2179.051
Israel,2017,2246.688
Israel,2018,2271.849
Israel,2019,2304.331
Israel,2020,2296.774
Slovak Republic,1990,56591.92
Slovak Republic,1991,50157.05
Slovak Republic,1992,45916.11
Slovak Republic,1993,41932.21
Slovak Republic,1994,39465.42
Slovak Republic,1995,38999.39
Slovak Republic,1996,38623.88
Slovak Republic,1997,38438.65
Slovak Republic,1998,37896.06
Slovak Republic,1999,37144.05
Slovak Republic,2000,36212.48
Slovak Republic,2001,38153.2
Slovak Republic,2002,35685.28
Slovak Republic,2003,36458.99
Slovak Republic,2004,35909.74
Slovak Republic,2005,36401.81
Slovak Republic,2006,35494.19
Slovak Republic,2007,33834.93
Slovak Republic,2008,34325.53
Slovak Republic,2009,31812.61
Slovak Republic,2010,32152.97
Slovak Republic,2011,31591.63
Slovak Republic,2012,29310.5
Slovak Republic,2013,29126.56
Slovak Republic,2014,26776.81
Slovak Republic,2015,27420.46
Slovak Republic,2016,27584.34
Slovak Republic,2017,28515.88
Slovak Republic,2018,28353.47
Slovak Republic,2019,26910.32
Slovak Republic,2020,24666.84
Slovak Republic,2021,27417.42
Slovenia,1990,1367.88
Slovenia,1991,1057.02
Slovenia,1992,1047.32
Slovenia,1993,874.64
Slovenia,1994,1051.18
Slovenia,1995,1056.36
Slovenia,1996,1057.84
Slovenia,1997,1097.04
Slovenia,1998,1075.21
Slovenia,1999,1099.29
Slovenia,2000,1141.12
Slovenia,2001,1196.9
Slovenia,2002,1203.84
Slovenia,2003,1271.4
Slovenia,2004,1321.82
Slovenia,2005,1394.63
Slovenia,2006,1438.84
Slovenia,2007,1448.78
Slovenia,2008,1322.27
Slovenia,2009,985.61
Slovenia,2010,986.4
Slovenia,2011,997.36
Slovenia,2012,1023.62
Slovenia,2013,1090.76
Slovenia,2014,1127.97
Slovenia,2015,1107.87
Slovenia,2016,1114.4
Slovenia,2017,1171.85
Slovenia,2018,1195.05
Slovenia,2019,1204.55
Slovenia,2020,1148.84
Slovenia,2021,1111.14
Latvia,1990,19530.78
Latvia,1991,18059.68
Latvia,1992,14671.04
Latvia,1993,12569.54
Latvia,1994,10884.83
Latvia,1995,9630.12
Latvia,1996,9699.34
Latvia,1997,9119.55
Latvia,1998,8699.97
Latvia,1999,8061.46
Latvia,2000,7438.16
Latvia,2001,7869.83
Latvia,2002,7868.73
Latvia,2003,8035.64
Latvia,2004,8061.71
Latvia,2005,8175.87
Latvia,2006,8603.57
Latvia,2007,8936.99
Latvia,2008,8474.34
Latvia,2009,7765.09
Latvia,2010,8532.39
Latvia,2011,7659.34
Latvia,2012,7345.2
Latvia,2013,7266.91
Latvia,2014,7092.2
Latvia,2015,7195.93
Latvia,2016,7270.02
Latvia,2017,7260.33
Latvia,2018,7704.78
Latvia,2019,7476.34
Latvia,2020,6796.41
Latvia,2021,7038.59
Czechia,1990,15136.37
Czechia,1991,13143.94
Czechia,1992,11318.44
Czechia,1993,10041.84
Czechia,1994,9070.07
Czechia,1995,9170.8
Czechia,1996,8876.5
Czechia,1997,8500.75
Czechia,1998,8140.04
Czechia,1999,8186.73
Czechia,2000,8281.61
Czechia,2001,8544.77
Czechia,2002,8139.8
Czechia,2003,7550.38
Czechia,2004,7841.83
Czechia,2005,7814.76
Czechia,2006,7744.25
Czechia,2007,7950.73
Czechia,2008,8015.36
Czechia,2009,7190.49
Czechia,2010,7146.92
Czechia,2011,7650.75
Czechia,2012,7572.9
Czechia,2013,7484.56
Czechia,2014,7559.94
Czechia,2015,8164.5
Czechia,2016,8405.22
Czechia,2017,8191.44
Czechia,2018,7989.79
Czechia,2019,7933.44
Czechia,2020,7717.83
Czechia,2021,7844.54
Denmark,1990,2126.17
Denmark,1991,2276.39
Denmark,1992,2374.41
Denmark,1993,2449.43
Denmark,1994,2602.29
Denmark,1995,2825.01
Denmark,1996,2963.22
Denmark,1997,2988.88
Denmark,1998,3152.17
Denmark,1999,3408.79
Denmark,2000,3562.72
Denmark,2001,3424.93
Denmark,2002,3365.68
Denmark,2003,3363.46
Denmark,2004,3225.51
Denmark,2005,2752.7
Denmark,2006,2809.62
Denmark,2007,2844.15
Denmark,2008,2539.92
Denmark,2009,2114.84
Denmark,2010,1905.51
Denmark,2011,2052.3
Denmark,2012,2095.02
Denmark,2013,2068.18
Denmark,2014,2033.95
Denmark,2015,1873.78
Denmark,2016,2090.18
Denmark,2017,2085.92
Denmark,2018,2098.85
Denmark,2019,1902.23
Denmark,2020,1983.78
Denmark,2021,1934.13
Hungary,1990,4086.33
Hungary,1991,4171.4
Hungary,1992,4217.6
Hungary,1993,4270.77
Hungary,1994,4310.75
Hungary,1995,4358.69
Hungary,1996,4370.38
Hungary,1997,4422.27
Hungary,1998,4472.05
Hungary,1999,4539.16
Hungary,2000,4612.39
Hungary,2001,4612.22
Hungary,2002,4690.48
Hungary,2003,4737.8
Hungary,2004,4698.44
Hungary,2005,4657.06
Hungary,2006,4598.12
Hungary,2007,4591.37
Hungary,2008,4542.45
Hungary,2009,4576.22
Hungary,2010,4547.85
Hungary,2011,4368.91
Hungary,2012,4407.51
Hungary,2013,4199.38
Hungary,2014,4080.46
Hungary,2015,3944.23
Hungary,2016,3809.44
Hungary,2017,3830.41
Hungary,2018,3800.65
Hungary,2019,3788.03
Hungary,2020,3762.46
Hungary,2021,3733.37
Greece,1990,77133.43
Greece,1991,77246.16
Greece,1992,79228.42
Greece,1993,78870.98
Greece,1994,81109.57
Greece,1995,81174.63
Greece,1996,83395.36
Greece,1997,87928.58
Greece,1998,92652.89
Greece,1999,92091.99
Greece,2000,96890.77
Greece,2001,99346.16
Greece,2002,99208.74
Greece,2003,103085.36
Greece,2004,103538.52
Greece,2005,107379.67
Greece,2006,106056.84
Greece,2007,108314.44
Greece,2008,105412.56
Greece,2009,100450.7
Greece,2010,93261.2
Greece,2011,92161.13
Greece,2012,88474.05
Greece,2013,78070.49
Greece,2014,74618.33
Greece,2015,71306.03
Greece,2016,67047.12
Greece,2017,70354.84
Greece,2018,67394.99
Greece,2019,61325.47
Greece,2020,51663.76
Greece,2021,53598.9
Türkiye,1990,11080.83
Türkiye,1991,11305.19
Türkiye,1992,11520
Türkiye,1993,11752.23
Türkiye,1994,12020.41
Türkiye,1995,12348.37
Türkiye,1996,12651.39
Türkiye,1997,13153.94
Türkiye,1998,13461.74
Türkiye,1999,13914.2
Türkiye,2000,14341.27
Türkiye,2001,14793.74
Türkiye,2002,15226.71
Türkiye,2003,15601.35
Türkiye,2004,16063.42
Türkiye,2005,16401.3
Türkiye,2006,16832.31
Türkiye,2007,17072.41
Türkiye,2008,17173.7
Türkiye,2009,17185.96
Türkiye,2010,17446.12
Türkiye,2011,17786.99
Türkiye,2012,17617.8
Türkiye,2013,16664.79
Türkiye,2014,16501.86
Türkiye,2015,17121.68
Türkiye,2016,16712.88
Türkiye,2017,16263.08
Türkiye,2018,16629.6
Türkiye,2019,16119.58
Türkiye,2020,16308.03
Türkiye,2021,14698.01
Latvia,1995,16.35
Latvia,1996,28.18
Latvia,1997,37.42
Latvia,1998,45.8
Latvia,1999,53.82
Latvia,2000,62.11
Latvia,2001,69.99
Latvia,2002,77.44
Latvia,2003,84.83
Latvia,2004,92.6
Latvia,2005,100.59
Latvia,2006,127.18
Latvia,2007,147.58
Latvia,2008,170.76
Latvia,2009,181.3
Latvia,2010,205.96
Latvia,2011,207.65
Latvia,2012,207.84
Latvia,2013,220.32
Latvia,2014,233.52
Latvia,2015,243.16
Latvia,2016,263.5
Latvia,2017,256.8
Latvia,2018,251.59
Latvia,2019,243.35
Latvia,2020,236.9
Latvia,2021,250.34
Netherlands,1990,25162.32
Netherlands,1991,25499.47
Netherlands,1992,25515.81
Netherlands,1993,25127.59
Netherlands,1994,24200.14
Netherlands,1995,24194.72
Netherlands,1996,23824.58
Netherlands,1997,22975.44
Netherlands,1998,22280.34
Netherlands,1999,21805.42
Netherlands,2000,20627.76
Netherlands,2001,20244.32
Netherlands,2002,18994.45
Netherlands,2003,18638.15
Netherlands,2004,18412.15
Netherlands,2005,18253.91
Netherlands,2006,18387.82
Netherlands,2007,18204.26
Netherlands,2008,18258.73
Netherlands,2009,18208.39
Netherlands,2010,18221.55
Netherlands,2011,17898.84
Netherlands,2012,17704.18
Netherlands,2013,18204.71
Netherlands,2014,18370.13
Netherlands,2015,18998.12
Netherlands,2016,19262.57
Netherlands,2017,19270.67
Netherlands,2018,18671.48
Netherlands,2019,18446.62
Netherlands,2020,18370.39
Netherlands,2021,17974.7
Switzerland,1990,12.51
Switzerland,1991,13.94
Switzerland,1992,14.42
Switzerland,1993,13.9
Switzerland,1994,14.03
Switzerland,1995,13.56
Switzerland,1996,16.5
Switzerland,1997,15.19
Switzerland,1998,13.86
Switzerland,1999,15.15
Switzerland,2000,15.31
Switzerland,2001,17.06
Switzerland,2002,15.84
Switzerland,2003,18.35
Switzerland,2004,16.52
Switzerland,2005,16.07
Switzerland,2006,15.56
Switzerland,2007,16.5
Switzerland,2008,15.1
Switzerland,2009,15.1
Switzerland,2010,15.59
Switzerland,2011,15.9
Switzerland,2012,16.11
Switzerland,2013,16.87
Switzerland,2014,13.44
Switzerland,2015,14.55
Switzerland,2016,13.91
Switzerland,2017,14.54
Switzerland,2018,15.6
Switzerland,2019,12.92
Switzerland,2020,12.81
Switzerland,2021,14.35
Lithuania,1990,1688.91
Lithuania,1991,1717.61
Lithuania,1992,1690.04
Lithuania,1993,1719.27
Lithuania,1994,1696.07
Lithuania,1995,1700.81
Lithuania,1996,1700.07
Lithuania,1997,1720.33
Lithuania,1998,1702.48
Lithuania,1999,1689.59
Lithuania,2000,1687.89
Lithuania,2001,1721.27
Lithuania,2002,1718.95
Lithuania,2003,1711.34
Lithuania,2004,1677.22
Lithuania,2005,1633.04
Lithuania,2006,1593.77
Lithuania,2007,1563.37
Lithuania,2008,1470.29
Lithuania,2009,1439.77
Lithuania,2010,1410.68
Lithuania,2011,1338.41
Lithuania,2012,1300.6
Lithuania,2013,1270.4
Lithuania,2014,1208.83
Lithuania,2015,1149.78
Lithuania,2016,1129.9
Lithuania,2017,1119.91
Lithuania,2018,999.73
Lithuania,2019,958.36
Lithuania,2020,932.72
Lithuania,2021,893.65
Germany,1990,1044156.41
Germany,1991,1007214.84
Germany,1992,958784.77
